1,google.dk
2,ku.dk
3,dr.dk
4,au.dk
5,bloggersdelight.dk
6,dtu.dk
7,tv2.dk
8,ekstrabladet.dk
9,aau.dk
10,bt.dk
11,um.dk
12,sdu.dk
13,politiken.dk
14,cphpost.dk
15,jyllands-posten.dk
16,blogspot.dk
17,berlingske.dk
18,pinterest.dk
19,cbs.dk
20,thelocal.dk
21,dba.dk
22,clars.dk
23,dmi.dk
24,datatilsynet.dk
25,kk.dk
26,kb.dk
27,skat.dk
28,ipapercms.dk
29,tele.dk
30,e-pages.dk
31,sst.dk
32,big.dk
33,information.dk
34,mcg.dk
35,natmus.dk
36,onlineklubben.dk
37,noma.dk
38,e-boks.dk
39,retsinformation.dk
40,louisiana.dk
41,ruc.dk
42,itu.dk
43,sunsite.dk
44,skoleporten.dk
45,denmark.dk
46,b.dk
47,ioi.dk
48,roskilde-festival.dk
49,borsen.dk
50,dst.dk
51,altinget.dk
52,golfbox.dk
53,dandomain.dk
54,tivoli.dk
55,panoramas.dk
56,mst.dk
57,politi.dk
58,kvadrat.dk
59,jobnet.dk
60,hay.dk
61,nemlog-in.dk
62,genki.dk
63,sundhed.dk
64,nyidanmark.dk
65,wayf.dk
66,krak.dk
67,danskebank.dk
68,abus.dk
69,auc.dk
70,borger.dk
71,ens.dk
72,omtv.dk
73,bold.dk
74,ssi.dk
75,fyens.dk
76,fugleedderkop.dk
77,elgiganten.dk
78,dsb.dk
79,ing.dk
80,yousee.dk
81,cph.dk
82,viaplay.dk
83,videnskab.dk
84,virk.dk
85,gullerupstrandkro.dk
86,ft.dk
87,lectio.dk
88,demenscafeensvenner.dk
89,jp.dk
90,ufm.dk
91,sn.dk
92,jobindex.dk
93,ices.dk
94,kristeligt-dagblad.dk
95,nordnet.dk
96,legoland.dk
97,finans.dk
98,breyerscandinavia.dk
99,xn--aabyhj-tennis-fnb.dk
100,pricerunner.dk
101,rejseplanen.dk
102,just-eat.dk
103,findsmiley.dk
104,computerworld.dk
105,nordea.dk
106,tdc.dk
107,postnord.dk
108,ankiro.dk
109,get2net.dk
110,coop.dk
111,dfi.dk
112,dk-hostmaster.dk
113,cop15.dk
